iter	MultiClass
299	0.3639009104
300	0.3638160628
301	0.363469967
302	0.3631144975
303	0.3627926095
304	0.362413318
305	0.3619808102
306	0.3618338909
307	0.3616042675
308	0.3614309545
309	0.3611597227
310	0.3606834316
311	0.360487022
312	0.3602190254
313	0.359937788
314	0.3599374679
315	0.3599371779
316	0.3596994383
317	0.3591650401
318	0.3587828063
319	0.358467265
320	0.3583162761
321	0.3579948483
322	0.3576623166
323	0.357433293
324	0.3571045781
325	0.356978342
326	0.3568721987
327	0.3566914178
328	0.3563877285
329	0.3561728875
330	0.3558841703
331	0.3555790671
332	0.3554009528
333	0.3551847356
334	0.3546279398
335	0.3541273772
336	0.3537726769
337	0.3534704672
338	0.3531800722
339	0.35283219
340	0.3524849982
341	0.3520866127
342	0.3520222448
343	0.3517316715
344	0.3515500709
345	0.3511065511
346	0.3508328658
347	0.3505852134
348	0.3504280068
349	0.3499744805
350	0.3496509213
351	0.349375844
352	0.3492091525
353	0.3490656905
354	0.3487262737
355	0.3484153979
356	0.3481615141
357	0.3480490115
358	0.3477189621
359	0.3474754897
360	0.3472547245
361	0.3471213477
362	0.3469517011
363	0.3467711615
364	0.3464452
365	0.3463396979
366	0.346150277
367	0.3459412729
368	0.3457658621
369	0.3455770721
370	0.34532822
371	0.3451978829
372	0.3447507512
373	0.344359907
374	0.3442452215
375	0.3438051872
376	0.3435440745
377	0.3435031389
378	0.3432675427
379	0.3431905022
380	0.3431307045
381	0.3426862011
382	0.3424477009
383	0.3423012894
384	0.3422092601
385	0.3419931725
386	0.3416992636
387	0.3413074022
388	0.3410096691
389	0.3406378594
390	0.3404933005
391	0.3402234755
392	0.3399231953
393	0.3396738404
394	0.3395454388
395	0.3392566975
396	0.3390160215
397	0.3386611891
398	0.3384907916
399	0.3383644171
400	0.3380811835
401	0.3378396207
402	0.3374223795
403	0.3373018499
404	0.3371841461
405	0.3370128931
406	0.33677141
407	0.3364840785
408	0.3363221771
409	0.3360190317
410	0.3357231905
411	0.3353997232
412	0.3352929565
413	0.3352256735
414	0.3351066947
415	0.3349010687
416	0.3347244888
417	0.3344385233
418	0.3342400898
419	0.334152497
420	0.3340190083
421	0.3337679993
422	0.3335574787
423	0.3332490095
424	0.332897448
425	0.3328458238
426	0.3327686836
427	0.3322225584
428	0.3320230155
429	0.3319192635
430	0.331562664
431	0.3312191113
432	0.3310872794
433	0.3308473031
434	0.3306083596
435	0.3305394011
436	0.3303486082
437	0.329993052
438	0.3297440534
439	0.329544656
440	0.3294445544
441	0.3293327144
442	0.3290320521
443	0.328933926
444	0.3287634781
445	0.328454902
446	0.3281400122
447	0.327904276
448	0.3274576692
449	0.3272535771
450	0.3269163784
451	0.3264373736
452	0.3261159397
453	0.325978568
454	0.3255636475
455	0.3254902371
456	0.3253721481
457	0.3252559293
458	0.3250955685
459	0.3247710494
460	0.3245755017
461	0.3244340184
462	0.3241373288
463	0.3238582211
464	0.3237198094
465	0.323569064
466	0.3232821047
467	0.323012871
468	0.3228115672
469	0.3224815641
470	0.322229816
471	0.3220389927
472	0.3218646327
473	0.3213374947
474	0.320974934
475	0.3208684156
476	0.3206341396
477	0.3204931614
478	0.3201986994
479	0.3199599094
480	0.3196740122
481	0.3195076432
482	0.319141358
483	0.3187795262
484	0.3186489947
485	0.3185082756
486	0.3184131033
487	0.3181677558
488	0.3179231318
489	0.3176715065
490	0.3175386277
491	0.3170662483
492	0.3168351763
493	0.3164291835
494	0.3163622873
495	0.3159828721
496	0.3157667328
497	0.3155968271
498	0.3154189251
499	0.3152366732
500	0.3151383948
501	0.3150243157
502	0.3149277665
503	0.3146747856
504	0.3145197293
505	0.3143122346
506	0.3141032675
507	0.3139552218
508	0.3137926028
509	0.3135420476
510	0.3133661052
511	0.313148809
512	0.3127483763
513	0.3124639939
514	0.3123025714
515	0.3119490751
516	0.3118981781
517	0.3114645233
518	0.3111569739
519	0.3109477143
520	0.3108224311
521	0.3105307232
522	0.31033691
523	0.3101776244
524	0.3100781945
525	0.3096584457
526	0.3095301308
527	0.3092438189
528	0.3091639526
529	0.3088225283
530	0.3085126244
531	0.3084119014
532	0.3081705297
533	0.3078902333
534	0.3076360936
535	0.3075191064
536	0.3073948429
537	0.3073307364
538	0.3069020256
539	0.3066586084
540	0.3064299472
541	0.3062276594
542	0.3060062262
543	0.3059164896
544	0.3057332455
545	0.305417241
546	0.3052150597
547	0.3048639717
548	0.3046106233
549	0.3043597326
550	0.3042105872
551	0.30402929
552	0.303861265
553	0.3037093691
554	0.3034640663
555	0.3032733577
556	0.3030240174
557	0.3027926152
558	0.3026176881
559	0.302509835
560	0.3023415315
561	0.3019027914
562	0.3017128433
563	0.30153611
564	0.301186251
565	0.3009560383
566	0.3008265165
567	0.3006573027
568	0.3003469625
569	0.3000627216
570	0.2998473864
571	0.2995005615
572	0.2993825162
573	0.2991283905
574	0.2988553386
575	0.2986059766
576	0.2980790107
577	0.2979211869
578	0.2976172955
579	0.2974289019
580	0.2971003987
581	0.2967466044
582	0.2964750748
583	0.2962352597
584	0.2960082314
585	0.2957188643
586	0.2956434458
587	0.2954284064
588	0.295329042
589	0.295065204
590	0.2949327249
591	0.294658751
592	0.2945304585
593	0.2943695757
594	0.2942155035
595	0.2941235074
596	0.2938464792
597	0.2936667532
598	0.2932427512
599	0.2929746223
600	0.2927844347
601	0.2924330253
602	0.2922278076
603	0.2920420421
604	0.2917506885
605	0.2915404192
606	0.2914783157
607	0.2912065728
608	0.2909894874
609	0.2907688398
610	0.2905789806
611	0.2902037975
612	0.2899718136
613	0.2898291359
614	0.289688353
615	0.2894323355
616	0.2892544011
617	0.2889458067
618	0.2888041022
619	0.28864355
620	0.288461342
621	0.2883033459
622	0.2880055997
623	0.2877819575
624	0.2877206403
625	0.287563524
626	0.287360339
627	0.2872016734
628	0.2869209792
629	0.2868402163
630	0.2867047721
631	0.2865041868
632	0.2861389516
633	0.2859658607
634	0.2858309469
635	0.2856742917
636	0.2853493457
637	0.2851819541
638	0.284989984
639	0.2848054067
640	0.2845558373
641	0.2842761307
642	0.2839793859
643	0.2838617489
644	0.2836880391
645	0.283487665
646	0.2833599385
647	0.2831405125
648	0.2829454269
649	0.2827021065
650	0.2826029636
651	0.2821173448
652	0.2819634822
653	0.2817061322
654	0.2816608288
655	0.2815731631
656	0.2813546741
657	0.2811995987
658	0.2810950691
659	0.2809762994
660	0.2808875348
661	0.2807510145
662	0.2805464771
663	0.2804936753
664	0.2801227231
665	0.2800230465
666	0.2797764335
667	0.2796885405
668	0.2795151743
669	0.2791815407
670	0.2788189592
671	0.2787266242
672	0.2783977326
673	0.2782525941
674	0.2781466286
675	0.277808939
676	0.277499565
677	0.2773813191
678	0.2772245109
679	0.2769523885
680	0.276726602
681	0.2765574298
682	0.2763528513
683	0.2761801986
684	0.2760090737
685	0.2756202056
686	0.2753656522
687	0.2752086517
688	0.2751071276
689	0.2749733433
690	0.2746500085
691	0.2744480616
692	0.2742669273
693	0.2740962175
694	0.2740095041
695	0.2737970996
696	0.2734097311
697	0.2732771918
698	0.2729979578
699	0.2727532694
700	0.2726568538
701	0.2725483975
702	0.2723729581
703	0.2722231243
704	0.2720991147
705	0.2717619075
706	0.2716191943
707	0.2714792031
708	0.2709229882
709	0.2708346261
710	0.270719771
711	0.2703631521
712	0.2702642534
713	0.2700300053
714	0.2698954847
715	0.2697185579
716	0.2696173331
717	0.2694067492
718	0.2692895425
719	0.2691467375
720	0.2689516524
721	0.2688482344
722	0.2685691801
723	0.2684745541
724	0.2684223509
725	0.2682657616
726	0.2680313971
727	0.2679394438
728	0.2677863518
729	0.2674149814
730	0.2672854874
731	0.2670826787
732	0.2669897931
733	0.2668517511
734	0.2667608614
735	0.2666830907
736	0.2665440688
737	0.2664371196
738	0.2661512974
739	0.2660839904
740	0.2658796608
741	0.2656214519
742	0.2654274553
743	0.2652724566
744	0.2648786576
745	0.2646312283
746	0.2645821343
747	0.2644759262
748	0.2643588709
749	0.2642645996
750	0.2641764871
751	0.264096269
752	0.2638333535
753	0.2637250398
754	0.2635730846
755	0.2634405595
756	0.263232337
757	0.2631853916
758	0.2630147532
759	0.2627754442
760	0.2624328991
761	0.2622726495
762	0.2618507053
763	0.2617080907
764	0.2615933909
765	0.2615006982
766	0.2611865525
767	0.2611032736
768	0.2606657429
769	0.2605603725
770	0.2604428568
771	0.2603684611
772	0.260336662
773	0.2602144782
774	0.2601222916
775	0.2597597901
776	0.2594861566
777	0.2592612446
778	0.2591901118
779	0.2589737361
780	0.2587608897
781	0.2585106752
782	0.2583420323
783	0.2581455986
784	0.2580789748
785	0.2579861858
786	0.2578224935
787	0.2577510535
788	0.2576032996
789	0.2575467128
790	0.2574102499
791	0.2571621647
792	0.2570966215
793	0.2568542058
794	0.2566733819
795	0.2565371292
796	0.2563353251
797	0.2561596706
798	0.2560186923
799	0.2557685054
800	0.2556656493
801	0.2554990652
802	0.2553779436
803	0.2551932216
804	0.2549879561
805	0.2548190514
806	0.2546768362
807	0.2545521268
808	0.2543339385
809	0.2542425847
810	0.2540972597
811	0.2539563683
812	0.2538347535
813	0.2537420045
814	0.2536070472
815	0.2535277071
816	0.2534241711
817	0.2532188524
818	0.2530476247
819	0.2530106751
820	0.2528848429
821	0.2527959872
822	0.2527329322
823	0.2524577856
824	0.2523163147
825	0.2521571934
826	0.2521103766
827	0.2519193554
828	0.251786009
829	0.251572444
830	0.2513304193
831	0.2511770874
832	0.2510777784
833	0.2509922123
834	0.2508214882
835	0.2505747323
836	0.2504225618
837	0.2503044775
838	0.250117432
839	0.2498334956
840	0.2496496581
841	0.2495698836
842	0.2492014709
843	0.2489384417
844	0.2487514339
845	0.2486174672
846	0.2485128575
847	0.2484102726
848	0.2482536373
849	0.2481502015
850	0.2479567253
851	0.2477136001
852	0.2475918979
853	0.2475916971
854	0.2475042422
855	0.2473604896
856	0.2473057959
857	0.2471889732
858	0.2470156075
859	0.2468546013
860	0.2467325073
861	0.2465989688
862	0.2463056165
863	0.2459213974
864	0.2457769267
865	0.2456500367
866	0.2454145871
867	0.2452759
868	0.2451251952
869	0.2451120242
870	0.2449122585
871	0.2447668061
872	0.2446642636
873	0.2445486755
874	0.2443351638
875	0.2441498214
876	0.244036302
877	0.2438624286
878	0.243553505
879	0.2434365873
880	0.2432583702
881	0.2431998954
882	0.2430390202
883	0.2430312743
884	0.2429199235
885	0.2427508272
886	0.2424458917
887	0.2423673339
888	0.2421308572
889	0.2420569246
890	0.2418895545
891	0.2415991098
892	0.2415118473
893	0.2414632157
894	0.2413062665
895	0.2412083475
896	0.2411045576
897	0.2410241867
898	0.2409178688
899	0.2407552974
900	0.2405105217
901	0.2404156754
902	0.2402391499
903	0.2400664258
904	0.2399921674
905	0.2396759365
906	0.239510538
907	0.2393439249
908	0.2392013773
909	0.2390543414
910	0.2389989266
911	0.238969356
912	0.2387568642
913	0.2384896916
914	0.2381795945
915	0.2379555624
916	0.2377782194
917	0.2376966207
918	0.2374288513
919	0.2373746502
920	0.237271514
921	0.2370055395
922	0.2369063071
923	0.2367798534
924	0.2366225887
925	0.2363556971
926	0.2362690034
927	0.2360717451
928	0.2360053817
929	0.2357256829
930	0.2356099288
931	0.2355381472
932	0.2354856575
933	0.2354194697
934	0.2352914678
935	0.2350862867
936	0.2349708899
937	0.2349184466
938	0.2347719855
939	0.234533094
940	0.2343620817
941	0.2342308916
942	0.2340148607
943	0.2339149836
944	0.2338108187
945	0.2336201734
946	0.2335654455
947	0.2335113185
948	0.2333812301
949	0.2333132682
950	0.2332537686
951	0.2329325751
952	0.2325734804
953	0.2324731064
954	0.2323164946
955	0.2321217919
956	0.2320063707
957	0.2318097911
958	0.2316764346
959	0.2314904999
960	0.2313873657
961	0.2313872533
962	0.2312632905
963	0.2311948826
964	0.2311258608
965	0.2309044629
966	0.2308462903
967	0.2308083632
968	0.2306491602
969	0.2304894495
970	0.230410771
971	0.2303102883
972	0.2299717957
973	0.2297730287
974	0.2296136345
975	0.229543947
976	0.2294171632
977	0.2292202076
978	0.2290308703
979	0.2289290854
980	0.2287749904
981	0.228681352
982	0.2286219788
983	0.2285327577
984	0.2283082613
985	0.2282678622
986	0.2281395309
987	0.2279635274
988	0.2276952096
989	0.2275508366
990	0.227324208
991	0.2271556033
992	0.2268970807
993	0.2267719663
994	0.2266177661
995	0.2263539245
996	0.2262832769
997	0.2261821045
998	0.2261005577
999	0.2259036976
