iter	MultiClass
283	0.3297475935
284	0.3295235672
285	0.3291561027
286	0.3284367128
287	0.3282586802
288	0.3279644652
289	0.3278171022
290	0.3273894434
291	0.3269845285
292	0.3267171981
293	0.3263096332
294	0.3261343729
295	0.3259164682
296	0.325604827
297	0.3254060801
298	0.3249319835
299	0.324692297
300	0.3243879306
301	0.323915794
302	0.3236869558
303	0.3234402205
304	0.3229757552
305	0.3225952279
306	0.3220913622
307	0.3218982492
308	0.321462318
309	0.3211333873
310	0.3208725716
311	0.3204187433
312	0.3201967517
313	0.3199316525
314	0.3196676103
315	0.3194174658
316	0.3189486025
317	0.3184439775
318	0.3181455907
319	0.317804972
320	0.3175819645
321	0.3171554201
322	0.3168625403
323	0.3165379924
324	0.3163612082
325	0.3161564134
326	0.3155746352
327	0.3151775885
328	0.3147257723
329	0.3142557089
330	0.3140694834
331	0.3135480025
332	0.3132709993
333	0.3130939655
334	0.3129252653
335	0.3126980636
336	0.3122283608
337	0.3120049713
338	0.3116545666
339	0.3114861773
340	0.311090438
341	0.3107394359
342	0.3103718732
343	0.3100971494
344	0.3098300101
345	0.3095808903
346	0.3094166332
347	0.309154188
348	0.3087727682
349	0.308472662
350	0.3081085085
351	0.3078345556
352	0.3074884638
353	0.3071604764
354	0.3068284843
355	0.3064835685
356	0.3062009903
357	0.3059159005
358	0.3056603985
359	0.3053477708
360	0.3052056528
361	0.3047304718
362	0.3044505026
363	0.3041646912
364	0.304005991
365	0.3036295674
366	0.3034172089
367	0.3030807814
368	0.3029303745
369	0.3027439627
370	0.302550118
371	0.3024235128
372	0.3021998717
373	0.3019810183
374	0.3017203783
375	0.3013786336
376	0.3009954949
377	0.3006254295
378	0.3004397577
379	0.3001191288
380	0.2998556165
381	0.2995741207
382	0.2993542445
383	0.2990101014
384	0.2985210367
385	0.2980270094
386	0.2977331689
387	0.2974235809
388	0.2969400461
389	0.2967354742
390	0.2963503088
391	0.2961589395
392	0.295846438
393	0.2956377608
394	0.2954110754
395	0.295208581
396	0.2949406443
397	0.294819822
398	0.2945263504
399	0.2941385903
400	0.2939223195
401	0.2937203487
402	0.2934397561
403	0.2932199554
404	0.2929574159
405	0.2927205189
406	0.2924648715
407	0.2920704416
408	0.291831434
409	0.2914632472
410	0.2913040142
411	0.2910534624
412	0.2908268576
413	0.2904622094
414	0.2900377333
415	0.2898123536
416	0.2896168823
417	0.2893666747
418	0.2890900471
419	0.2889436291
420	0.288675031
421	0.2883900042
422	0.2881097576
423	0.2878096394
424	0.2876229245
425	0.2875079597
426	0.2872688072
427	0.2867943275
428	0.2866139548
429	0.286422151
430	0.2862027041
431	0.285992794
432	0.2857882796
433	0.2855429453
434	0.2851733396
435	0.2845494714
436	0.2843702542
437	0.2840351042
438	0.2834276354
439	0.2832361627
440	0.2831199629
441	0.2828823815
442	0.2827201329
443	0.2825049855
444	0.282325483
445	0.2820169434
446	0.281742837
447	0.2814895004
448	0.2813725596
449	0.2810050074
450	0.2807954646
451	0.2805142781
452	0.2802474731
453	0.2799545227
454	0.2797026635
455	0.2795364912
456	0.2792864477
457	0.2788373856
458	0.2783424799
459	0.2780104853
460	0.2775794281
461	0.2773934975
462	0.2771593387
463	0.2765962594
464	0.2763048339
465	0.2759441567
466	0.2756849285
467	0.2755583918
468	0.2753881988
469	0.2752073472
470	0.2746692073
471	0.2741138587
472	0.27398548
473	0.2735936324
474	0.2733169318
475	0.2731524626
476	0.2730211482
477	0.2727427606
478	0.272547734
479	0.2722383961
480	0.2720941969
481	0.2719708627
482	0.2716673766
483	0.2713680466
484	0.2709373238
485	0.2706821172
486	0.2703818067
487	0.2700689242
488	0.2696169627
489	0.269454323
490	0.2693115741
491	0.2688369618
492	0.268501837
493	0.268124162
494	0.2679574827
495	0.2676341663
496	0.2674993468
497	0.2672845221
498	0.2670131116
499	0.2667732252
500	0.2666132049
501	0.266438205
502	0.2661651345
503	0.2659205461
504	0.2656874746
505	0.2655572475
506	0.2654132904
507	0.2653005189
508	0.2651808874
509	0.2649526224
510	0.2647141844
511	0.2644849975
512	0.2642274425
513	0.2638137896
514	0.2636091613
515	0.2633413362
516	0.263204466
517	0.2629410938
518	0.2623994989
519	0.2620826108
520	0.2619970087
521	0.2615668796
522	0.261412117
523	0.2611272375
524	0.2608853431
525	0.2606346911
526	0.2603918221
527	0.2602334888
528	0.2599400929
529	0.2597539789
530	0.2594444989
531	0.2591875053
532	0.2589541183
533	0.2586365921
534	0.2584379415
535	0.2582238648
536	0.2578171898
537	0.2576580468
538	0.2573756069
539	0.2569913322
540	0.2568167066
541	0.2565555897
542	0.2560924531
543	0.2558886044
544	0.2556293948
545	0.2554682213
546	0.2552343864
547	0.2550823969
548	0.2548333048
549	0.2546466337
550	0.2541970309
551	0.2540321137
552	0.2537759291
553	0.2535056216
554	0.2534147498
555	0.2530957496
556	0.2529338355
557	0.2527417869
558	0.2524013354
559	0.2520909074
560	0.2520075164
561	0.2518436787
562	0.251578483
563	0.2514223825
564	0.2513045887
565	0.2512098264
566	0.2508592842
567	0.2506612207
568	0.2503663328
569	0.2501841546
570	0.2498980996
571	0.2497525747
572	0.2495908309
573	0.2493512045
574	0.2491216004
575	0.2488989175
576	0.2487794872
577	0.2486357406
578	0.2484817757
579	0.2482263581
580	0.2480026015
581	0.2475483663
582	0.2472215236
583	0.2470761108
584	0.2468566627
585	0.2466464119
586	0.2464732232
587	0.2462356425
588	0.246035631
589	0.2459274777
590	0.2457255873
591	0.245536474
592	0.2452773091
593	0.2451177639
594	0.2449645536
595	0.244693596
596	0.2445652365
597	0.244371005
598	0.2441606839
599	0.2438955223
600	0.2435433902
601	0.2434003245
602	0.2430621739
603	0.2428733641
604	0.2426282158
605	0.2423292967
606	0.2422453246
607	0.2419967032
608	0.2417393441
609	0.2415234768
610	0.2412343312
611	0.2410198412
612	0.240795965
613	0.2406510249
614	0.2403961701
615	0.2402625225
616	0.2400357033
617	0.2398359078
618	0.2396287127
619	0.2395282955
620	0.2393638965
621	0.2392822485
622	0.2390128422
623	0.2387988556
624	0.2386176108
625	0.2383819013
626	0.2381688302
627	0.2380465786
628	0.2379118599
629	0.237624154
630	0.2374263978
631	0.237315072
632	0.2370658512
633	0.2366345224
634	0.2365042428
635	0.2361615738
636	0.2360083312
637	0.2357305505
638	0.2355184602
639	0.2352677286
640	0.2349195585
641	0.2347107452
642	0.2345213039
643	0.2341927201
644	0.2340300869
645	0.2337133174
646	0.2333030761
647	0.2331885557
648	0.232826504
649	0.2325107773
650	0.232424363
651	0.2322170089
652	0.2320382014
653	0.2317514954
654	0.2315824217
655	0.2314860274
656	0.2312812125
657	0.2311691729
658	0.2309520991
659	0.2308052584
660	0.230393432
661	0.2300614429
662	0.2298708812
663	0.2295570814
664	0.2294669109
665	0.2294058246
666	0.2292392035
667	0.2290791094
668	0.2288807036
669	0.2286051466
670	0.2284653397
671	0.2283705491
672	0.2281864037
673	0.2279794555
674	0.2277842534
675	0.2275949424
676	0.2272832489
677	0.2270206367
678	0.2268903963
679	0.2267076437
680	0.2263690185
681	0.2262068895
682	0.2258491699
683	0.2257156578
684	0.2255545839
685	0.2252401432
686	0.2248455763
687	0.2246403348
688	0.2244674562
689	0.2242844169
690	0.224086307
691	0.2238912999
692	0.2237304713
693	0.2236508835
694	0.2235053124
695	0.2233551813
696	0.2231839581
697	0.2229582255
698	0.2228490865
699	0.2226989829
700	0.2225433459
701	0.2224290286
702	0.2221784276
703	0.2220496001
704	0.2218691732
705	0.22167251
706	0.2215064406
707	0.2212308941
708	0.2210089777
709	0.2209435277
710	0.2207562477
711	0.2205395203
712	0.2204395113
713	0.2203323187
714	0.2199898853
715	0.2197327352
716	0.2195418687
717	0.2194385792
718	0.2192132108
719	0.2191161843
720	0.2188625193
721	0.2187931557
722	0.218718383
723	0.2184014887
724	0.2182673604
725	0.2180092086
726	0.2177881647
727	0.2175084825
728	0.2172604183
729	0.2169648651
730	0.2166443902
731	0.2165313556
732	0.2163879729
733	0.2162254482
734	0.2160512515
735	0.2157035393
736	0.2155612971
737	0.2153504125
738	0.2152325553
739	0.2150784404
740	0.2149577013
741	0.2146842158
742	0.2145473901
743	0.2144162255
744	0.2143303917
745	0.2140880938
746	0.2139913305
747	0.2138648867
748	0.2137906027
749	0.2136426671
750	0.2134978433
751	0.2133425004
752	0.2131038079
753	0.2130122817
754	0.2128624447
755	0.2127544485
756	0.2126284368
757	0.2125203129
758	0.212268127
759	0.2120013977
760	0.2115759661
761	0.2113178814
762	0.2112234267
763	0.2110168476
764	0.2108031329
765	0.2106520877
766	0.2104337313
767	0.2101834538
768	0.2099763999
769	0.2098130753
770	0.2094640722
771	0.2092911152
772	0.2091111817
773	0.2088651344
774	0.2087693865
775	0.208650451
776	0.2083406835
777	0.2080487172
778	0.2077208197
779	0.2075146953
780	0.2073586048
781	0.2070504701
782	0.2069058219
783	0.2067845323
784	0.2064504507
785	0.2060973003
786	0.2058893096
787	0.205789086
788	0.2057138157
789	0.2055699392
790	0.2052176296
791	0.2050409087
792	0.2048926239
793	0.204708244
794	0.2046686464
795	0.2045760025
796	0.2043688833
797	0.2043014327
798	0.2042117877
799	0.2039466458
800	0.2038446973
801	0.2035093774
802	0.2033265938
803	0.2031755387
804	0.2030700398
805	0.2028707471
806	0.2027958316
807	0.202652362
808	0.2023417001
809	0.2022102364
810	0.2021081387
811	0.2019654403
812	0.2018043478
813	0.2016121732
814	0.20143894
815	0.2011057323
816	0.200917743
817	0.2008201221
818	0.2006125394
819	0.2004437487
820	0.2003054215
821	0.2001087511
822	0.1998964897
823	0.1997298796
824	0.199461181
825	0.1993307951
826	0.1990579015
827	0.1988539702
828	0.1986805443
829	0.1985536886
830	0.1983541161
831	0.198250019
832	0.1981105732
833	0.1979870324
834	0.1977803162
835	0.1974436869
836	0.197281747
837	0.1970633295
838	0.1969749595
839	0.1966998014
840	0.1964663182
841	0.1963638173
842	0.1961081151
843	0.1959864167
844	0.1958968768
845	0.1958095137
846	0.1957482314
847	0.1956030472
848	0.1954860634
849	0.1953957766
850	0.1951961874
851	0.1950637342
852	0.1949031046
853	0.1947826496
854	0.1946279092
855	0.1945079846
856	0.1943114943
857	0.1941245866
858	0.1939088339
859	0.1937467444
860	0.193693364
861	0.1934935981
862	0.1933081608
863	0.1932016091
864	0.1930573857
865	0.1929566561
866	0.1928213919
867	0.1927455875
868	0.1924725224
869	0.1922358332
870	0.1919765006
871	0.1918541223
872	0.1915166578
873	0.1914339519
874	0.1912744391
875	0.1911074428
876	0.191005419
877	0.1909000661
878	0.190804667
879	0.1905256745
880	0.1904070701
881	0.1901458052
882	0.1899444077
883	0.1897841388
884	0.1895822907
885	0.1894448412
886	0.1892076749
887	0.1891195722
888	0.1889882407
889	0.1887677185
890	0.1885956934
891	0.188432961
892	0.1883334263
893	0.1882089319
894	0.1880469144
895	0.1878942431
896	0.1877079793
897	0.1876006824
898	0.1874225296
899	0.187202751
900	0.1870947532
901	0.1868990329
902	0.186813988
903	0.1867008209
904	0.1866348948
905	0.1864988751
906	0.1862661096
907	0.186148162
908	0.1860870091
909	0.1859971126
910	0.1858138879
911	0.1857037924
912	0.1855809884
913	0.1855136094
914	0.1854238247
915	0.1853044003
916	0.1852393895
917	0.1849785853
918	0.1848316591
919	0.1846929442
920	0.1845871087
921	0.184532323
922	0.1842824074
923	0.1840536499
924	0.1838110418
925	0.1837144906
926	0.1835807918
927	0.1834535414
928	0.1832824218
929	0.1831824731
930	0.182979294
931	0.1827279186
932	0.182575562
933	0.1824669753
934	0.1824176163
935	0.1823446163
936	0.1822061189
937	0.1820652428
938	0.1817605897
939	0.1816777703
940	0.1815956766
941	0.1815098184
942	0.1812846876
943	0.1811368317
944	0.1810986762
945	0.1807777336
946	0.1806486388
947	0.1803947009
948	0.1802620923
949	0.1801619555
950	0.1800164164
951	0.1798868831
952	0.179789734
953	0.1796624711
954	0.1795179531
955	0.1793684139
956	0.1792902545
957	0.1792194686
958	0.1790124627
959	0.1787369277
960	0.1786456653
961	0.1785548003
962	0.178497959
963	0.1784313262
964	0.1783193517
965	0.1781785056
966	0.178102368
967	0.1779262506
968	0.1777992401
969	0.1777046138
970	0.1775241602
971	0.1773702129
972	0.1772894776
973	0.1771051621
974	0.1770001637
975	0.1768787892
976	0.1767827818
977	0.1767023471
978	0.1765843659
979	0.1765001907
980	0.1763965899
981	0.176231241
982	0.1759626141
983	0.1758504893
984	0.1756393197
985	0.1755162248
986	0.1753112253
987	0.1752323276
988	0.1751370883
989	0.1749768058
990	0.1748440702
991	0.1747187488
992	0.1745298753
993	0.174450395
994	0.1743301835
995	0.1741003283
996	0.1739295659
997	0.1738663556
998	0.1736441703
999	0.1734672621
